line_number,utt_id,audio,text_raw,reason
1745,F04-Session2-headMic-0019,/F04/Session2/wav_headMic/0019.wav,I SCRUBBED THE FLOORS THOROUGHLY,speaker_excluded_by_protocol
1746,F04-Session2-headMic-0020,/F04/Session2/wav_headMic/0020.wav,BOOT,speaker_excluded_by_protocol
1747,F04-Session2-headMic-0021,/F04/Session2/wav_headMic/0021.wav,BOOT,speaker_excluded_by_protocol
1748,F04-Session2-headMic-0022,/F04/Session2/wav_headMic/0022.wav,ROCKS,speaker_excluded_by_protocol
1749,F04-Session2-headMic-0023,/F04/Session2/wav_headMic/0023.wav,WITCH,speaker_excluded_by_protocol
1750,F04-Session2-headMic-0024,/F04/Session2/wav_headMic/0024.wav,THOUGH,speaker_excluded_by_protocol
1751,F04-Session2-headMic-0026,/F04/Session2/wav_headMic/0026.wav,THOUGH,speaker_excluded_by_protocol
1752,F04-Session2-headMic-0027,/F04/Session2/wav_headMic/0027.wav,GALORE,speaker_excluded_by_protocol
1753,F04-Session2-headMic-0028,/F04/Session2/wav_headMic/0028.wav,I TRIED TO TELL PEOPLE IN THE COMMUNITY,speaker_excluded_by_protocol
1754,F04-Session2-headMic-0029,/F04/Session2/wav_headMic/0029.wav,GNAW,speaker_excluded_by_protocol
1755,F04-Session2-headMic-0030,/F04/Session2/wav_headMic/0030.wav,CYCLE,speaker_excluded_by_protocol
1756,F04-Session2-headMic-0031,/F04/Session2/wav_headMic/0031.wav,DELTA,speaker_excluded_by_protocol
1757,F04-Session2-headMic-0032,/F04/Session2/wav_headMic/0032.wav,SHE IS THINNER THAN I AM,speaker_excluded_by_protocol
1758,F04-Session2-headMic-0033,/F04/Session2/wav_headMic/0033.wav,BEAR,speaker_excluded_by_protocol
1759,F04-Session2-headMic-0034,/F04/Session2/wav_headMic/0034.wav,ERROR,speaker_excluded_by_protocol
1760,F04-Session2-headMic-0035,/F04/Session2/wav_headMic/0035.wav,JUNGLE,speaker_excluded_by_protocol
1761,F04-Session2-headMic-0036,/F04/Session2/wav_headMic/0036.wav,NOTHING IS AS OFFENSIVE AS INNOCENCE,speaker_excluded_by_protocol
1762,F04-Session2-headMic-0037,/F04/Session2/wav_headMic/0037.wav,MENU,speaker_excluded_by_protocol
1763,F04-Session2-headMic-0038,/F04/Session2/wav_headMic/0038.wav,PEER,speaker_excluded_by_protocol
1764,F04-Session2-headMic-0039,/F04/Session2/wav_headMic/0039.wav,LIP,speaker_excluded_by_protocol
1765,F04-Session2-headMic-0040,/F04/Session2/wav_headMic/0040.wav,DOT,speaker_excluded_by_protocol
1766,F04-Session2-headMic-0041,/F04/Session2/wav_headMic/0041.wav,WE GATHERED SHELLS ON THE BEACH,speaker_excluded_by_protocol
1767,F04-Session2-headMic-0042,/F04/Session2/wav_headMic/0042.wav,I FEEL I CAN PLAY THIS WEEKEND,speaker_excluded_by_protocol
1768,F04-Session2-headMic-0043,/F04/Session2/wav_headMic/0043.wav,TIE,speaker_excluded_by_protocol
1769,F04-Session2-headMic-0044,/F04/Session2/wav_headMic/0044.wav,TIE,speaker_excluded_by_protocol
1770,F04-Session2-headMic-0045,/F04/Session2/wav_headMic/0045.wav,SIGH,speaker_excluded_by_protocol
1771,F04-Session2-headMic-0046,/F04/Session2/wav_headMic/0046.wav,MERE,speaker_excluded_by_protocol
1772,F04-Session2-headMic-0047,/F04/Session2/wav_headMic/0047.wav,EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID,speaker_excluded_by_protocol
1773,F04-Session2-headMic-0048,/F04/Session2/wav_headMic/0048.wav,PAD,speaker_excluded_by_protocol
1774,F04-Session2-headMic-0049,/F04/Session2/wav_headMic/0049.wav,SIGH,speaker_excluded_by_protocol
1775,F04-Session2-headMic-0050,/F04/Session2/wav_headMic/0050.wav,SIGH,speaker_excluded_by_protocol
1776,F04-Session2-headMic-0051,/F04/Session2/wav_headMic/0051.wav,SIDE,speaker_excluded_by_protocol
1777,F04-Session2-headMic-0052,/F04/Session2/wav_headMic/0052.wav,THEIR HOUSE IS GREY AND WHITE,speaker_excluded_by_protocol
1778,F04-Session2-headMic-0053,/F04/Session2/wav_headMic/0053.wav,ARE YOUR GRADES HIGHER OR LOWER THAN NANCY'S,speaker_excluded_by_protocol
1779,F04-Session2-headMic-0054,/F04/Session2/wav_headMic/0054.wav,URGENT,speaker_excluded_by_protocol
1780,F04-Session2-headMic-0055,/F04/Session2/wav_headMic/0055.wav,THE HUMIDITY IS OVERWHELMING THERE,speaker_excluded_by_protocol
1781,F04-Session2-headMic-0056,/F04/Session2/wav_headMic/0056.wav,EXPLORE,speaker_excluded_by_protocol
1782,F04-Session2-headMic-0057,/F04/Session2/wav_headMic/0057.wav,THEY CARRIED ME OFF ON THE STRETCHER,speaker_excluded_by_protocol
1783,F04-Session2-headMic-0058,/F04/Session2/wav_headMic/0058.wav,ONE VALIDATED ACTS OF SCHOOL DISTRICTS,speaker_excluded_by_protocol
1784,F04-Session2-headMic-0059,/F04/Session2/wav_headMic/0059.wav,LOOP,speaker_excluded_by_protocol
1785,F04-Session2-headMic-0060,/F04/Session2/wav_headMic/0060.wav,YES,speaker_excluded_by_protocol
1786,F04-Session2-headMic-0061,/F04/Session2/wav_headMic/0061.wav,FLOOR,speaker_excluded_by_protocol
1787,F04-Session2-headMic-0062,/F04/Session2/wav_headMic/0062.wav,JANE MAY EARN MORE MONEY BY WORKING HARD,speaker_excluded_by_protocol
1788,F04-Session2-headMic-0063,/F04/Session2/wav_headMic/0063.wav,BACK,speaker_excluded_by_protocol
1789,F04-Session2-headMic-0064,/F04/Session2/wav_headMic/0064.wav,SIGH,speaker_excluded_by_protocol
1790,F04-Session2-headMic-0065,/F04/Session2/wav_headMic/0065.wav,WRITE,speaker_excluded_by_protocol
1791,F04-Session2-headMic-0066,/F04/Session2/wav_headMic/0066.wav,WRITE,speaker_excluded_by_protocol
1792,F04-Session2-headMic-0067,/F04/Session2/wav_headMic/0067.wav,FOUR,speaker_excluded_by_protocol
1793,F04-Session2-headMic-0069,/F04/Session2/wav_headMic/0069.wav,FRUIT,speaker_excluded_by_protocol
1794,F04-Session2-headMic-0070,/F04/Session2/wav_headMic/0070.wav,WITCH,speaker_excluded_by_protocol
1795,F04-Session2-headMic-0071,/F04/Session2/wav_headMic/0071.wav,HIM,speaker_excluded_by_protocol
1796,F04-Session2-headMic-0072,/F04/Session2/wav_headMic/0072.wav,NIGHT AFTER NIGHT THEY RECEIVED ANNOYING PHONE CALLS,speaker_excluded_by_protocol
1797,F04-Session2-headMic-0073,/F04/Session2/wav_headMic/0073.wav,AND,speaker_excluded_by_protocol
1798,F04-Session2-headMic-0074,/F04/Session2/wav_headMic/0074.wav,SPARK,speaker_excluded_by_protocol
1799,F04-Session2-headMic-0075,/F04/Session2/wav_headMic/0075.wav,HEM,speaker_excluded_by_protocol
1800,F04-Session2-headMic-0076,/F04/Session2/wav_headMic/0076.wav,SEEDS,speaker_excluded_by_protocol
1801,F04-Session2-headMic-0077,/F04/Session2/wav_headMic/0077.wav,SIGN,speaker_excluded_by_protocol
1802,F04-Session2-headMic-0078,/F04/Session2/wav_headMic/0078.wav,NOVEMBER,speaker_excluded_by_protocol
1803,F04-Session2-headMic-0079,/F04/Session2/wav_headMic/0079.wav,ALFALFA IS HEALTHY FOR YOU,speaker_excluded_by_protocol
1804,F04-Session2-headMic-0080,/F04/Session2/wav_headMic/0080.wav,MUSH,speaker_excluded_by_protocol
1805,F04-Session2-headMic-0081,/F04/Session2/wav_headMic/0081.wav,OSCAR,speaker_excluded_by_protocol
1806,F04-Session2-headMic-0082,/F04/Session2/wav_headMic/0082.wav,SELL,speaker_excluded_by_protocol
1807,F04-Session2-headMic-0083,/F04/Session2/wav_headMic/0083.wav,THE MISGUIDED SOULS HAVE LOST THEIR WAY,speaker_excluded_by_protocol
1808,F04-Session2-headMic-0084,/F04/Session2/wav_headMic/0084.wav,FIVE,speaker_excluded_by_protocol
1809,F04-Session2-headMic-0085,/F04/Session2/wav_headMic/0085.wav,IF YOU ARE LOSING WATER REPLACE IT IMMEDIATELY,speaker_excluded_by_protocol
1810,F04-Session2-headMic-0086,/F04/Session2/wav_headMic/0086.wav,HILL,speaker_excluded_by_protocol
1811,F04-Session2-headMic-0087,/F04/Session2/wav_headMic/0087.wav,FITTING,speaker_excluded_by_protocol
1812,F04-Session2-headMic-0088,/F04/Session2/wav_headMic/0088.wav,SWING YOUR ARM AS HIGH AS YOU CAN,speaker_excluded_by_protocol
1813,F04-Session2-headMic-0089,/F04/Session2/wav_headMic/0089.wav,PIT,speaker_excluded_by_protocol
1814,F04-Session2-headMic-0090,/F04/Session2/wav_headMic/0090.wav,ZERO,speaker_excluded_by_protocol
1815,F04-Session2-headMic-0091,/F04/Session2/wav_headMic/0091.wav,MUCH,speaker_excluded_by_protocol
1816,F04-Session2-headMic-0092,/F04/Session2/wav_headMic/0092.wav,FAT,speaker_excluded_by_protocol
1817,F04-Session2-headMic-0093,/F04/Session2/wav_headMic/0093.wav,THOUGHT,speaker_excluded_by_protocol
1818,F04-Session2-headMic-0094,/F04/Session2/wav_headMic/0094.wav,DARN,speaker_excluded_by_protocol
1819,F04-Session2-headMic-0095,/F04/Session2/wav_headMic/0095.wav,GOLF,speaker_excluded_by_protocol
1820,F04-Session2-headMic-0096,/F04/Session2/wav_headMic/0096.wav,I EXPECT WE'LL BOUNCE BACK THIS WEEK,speaker_excluded_by_protocol
1821,F04-Session2-headMic-0097,/F04/Session2/wav_headMic/0097.wav,SPIT,speaker_excluded_by_protocol
1822,F04-Session2-headMic-0098,/F04/Session2/wav_headMic/0098.wav,MITTEN,speaker_excluded_by_protocol
1823,F04-Session2-headMic-0099,/F04/Session2/wav_headMic/0099.wav,DARK,speaker_excluded_by_protocol
1824,F04-Session2-headMic-0100,/F04/Session2/wav_headMic/0100.wav,SIX,speaker_excluded_by_protocol
1825,F04-Session2-headMic-0101,/F04/Session2/wav_headMic/0101.wav,WHEN ALL ELSE FAILS USE FORCE,speaker_excluded_by_protocol
1826,F04-Session2-headMic-0102,/F04/Session2/wav_headMic/0102.wav,BROUGHT,speaker_excluded_by_protocol
1827,F04-Session2-headMic-0103,/F04/Session2/wav_headMic/0103.wav,ALIMONY HARMS A DIVORCED MAN'S WEALTH,speaker_excluded_by_protocol
1828,F04-Session2-headMic-0104,/F04/Session2/wav_headMic/0104.wav,PIT,speaker_excluded_by_protocol
1829,F04-Session2-headMic-0105,/F04/Session2/wav_headMic/0105.wav,HAT,speaker_excluded_by_protocol
1830,F04-Session2-headMic-0106,/F04/Session2/wav_headMic/0106.wav,SEED,speaker_excluded_by_protocol
1831,F04-Session2-headMic-0107,/F04/Session2/wav_headMic/0107.wav,SERGEANT,speaker_excluded_by_protocol
1832,F04-Session2-headMic-0108,/F04/Session2/wav_headMic/0108.wav,CARL LIVES IN A LOVELY HOME,speaker_excluded_by_protocol
1833,F04-Session2-headMic-0109,/F04/Session2/wav_headMic/0109.wav,CARL LIVES IN A LIVELY HOME,speaker_excluded_by_protocol
1834,F04-Session2-headMic-0110,/F04/Session2/wav_headMic/0110.wav,DART,speaker_excluded_by_protocol
1835,F04-Session2-headMic-0111,/F04/Session2/wav_headMic/0111.wav,HUM,speaker_excluded_by_protocol
1836,F04-Session2-headMic-0112,/F04/Session2/wav_headMic/0112.wav,PITTING,speaker_excluded_by_protocol
1837,F04-Session2-headMic-0113,/F04/Session2/wav_headMic/0113.wav,SIDE,speaker_excluded_by_protocol
1838,F04-Session2-headMic-0114,/F04/Session2/wav_headMic/0114.wav,REEK,speaker_excluded_by_protocol
1839,F04-Session2-headMic-0115,/F04/Session2/wav_headMic/0115.wav,IT ALSO PROVIDES FOR FUNDS TO CLEAR SLUMS AND HELP COLLEGES BUILD DORMITORIES,speaker_excluded_by_protocol
1840,F04-Session2-headMic-0116,/F04/Session2/wav_headMic/0116.wav,PART,speaker_excluded_by_protocol
1841,F04-Session2-headMic-0117,/F04/Session2/wav_headMic/0117.wav,BLOAT,speaker_excluded_by_protocol
1842,F04-Session2-headMic-0118,/F04/Session2/wav_headMic/0118.wav,IT WAS A GOOD WIN FOR US,speaker_excluded_by_protocol
1843,F04-Session2-headMic-0119,/F04/Session2/wav_headMic/0119.wav,NOTHING HAS BEEN DONE YET TO TAKE ADVANTAGE OF THE ENABLING LEGISLATION,speaker_excluded_by_protocol
1844,F04-Session2-headMic-0120,/F04/Session2/wav_headMic/0120.wav,ALUMINUM SILVERWARE CAN OFTEN BE FLIMSY,speaker_excluded_by_protocol
1845,F04-Session2-headMic-0121,/F04/Session2/wav_headMic/0121.wav,SHY,speaker_excluded_by_protocol
1846,F04-Session2-headMic-0122,/F04/Session2/wav_headMic/0122.wav,LAIR,speaker_excluded_by_protocol
1847,F04-Session2-headMic-0123,/F04/Session2/wav_headMic/0123.wav,CAKE,speaker_excluded_by_protocol
1848,F04-Session2-headMic-0124,/F04/Session2/wav_headMic/0124.wav,HITTING,speaker_excluded_by_protocol
1849,F04-Session2-headMic-0125,/F04/Session2/wav_headMic/0125.wav,CITY,speaker_excluded_by_protocol
1850,F04-Session2-headMic-0126,/F04/Session2/wav_headMic/0126.wav,THIS IS A PERIOD OF TRANSITION FOR ME,speaker_excluded_by_protocol
1851,F04-Session2-headMic-0127,/F04/Session2/wav_headMic/0127.wav,THERE IS A TREEHOUSE UP ABOVE,speaker_excluded_by_protocol
1852,F04-Session2-headMic-0128,/F04/Session2/wav_headMic/0128.wav,THE DOLPHINS SWAM AROUND OUR BOAT,speaker_excluded_by_protocol
1853,F04-Session2-headMic-0130,/F04/Session2/wav_headMic/0130.wav,PAPA,speaker_excluded_by_protocol
1854,F04-Session2-headMic-0131,/F04/Session2/wav_headMic/0131.wav,BRAN,speaker_excluded_by_protocol
1855,F04-Session2-headMic-0132,/F04/Session2/wav_headMic/0132.wav,BRAWN,speaker_excluded_by_protocol
1856,F04-Session2-headMic-0133,/F04/Session2/wav_headMic/0133.wav,PRETTY,speaker_excluded_by_protocol
1857,F04-Session2-headMic-0134,/F04/Session2/wav_headMic/0134.wav,WITTY,speaker_excluded_by_protocol
1858,F04-Session2-headMic-0135,/F04/Session2/wav_headMic/0135.wav,TELL,speaker_excluded_by_protocol
1859,F04-Session2-headMic-0136,/F04/Session2/wav_headMic/0136.wav,NINE,speaker_excluded_by_protocol
1860,F04-Session2-headMic-0137,/F04/Session2/wav_headMic/0137.wav,WRITTEN,speaker_excluded_by_protocol
1861,F04-Session2-headMic-0138,/F04/Session2/wav_headMic/0138.wav,HOTEL,speaker_excluded_by_protocol
1862,F04-Session2-headMic-0139,/F04/Session2/wav_headMic/0139.wav,CART,speaker_excluded_by_protocol
1863,F04-Session2-headMic-0140,/F04/Session2/wav_headMic/0140.wav,THE BOX CONTAINED THREE SWEATERS,speaker_excluded_by_protocol
1864,F04-Session2-headMic-0141,/F04/Session2/wav_headMic/0141.wav,BITTEN,speaker_excluded_by_protocol
1865,F04-Session2-headMic-0142,/F04/Session2/wav_headMic/0142.wav,LICK,speaker_excluded_by_protocol
1866,F04-Session2-headMic-0143,/F04/Session2/wav_headMic/0143.wav,THIS IS NOT A PROGRAM OF SOCIALIZED MEDICINE,speaker_excluded_by_protocol
1867,F04-Session2-headMic-0144,/F04/Session2/wav_headMic/0144.wav,THIS IS NOT A PROGRAM OF SOCIALIZED MEDICINE,speaker_excluded_by_protocol
1868,F04-Session2-headMic-0145,/F04/Session2/wav_headMic/0145.wav,LEAGUE,speaker_excluded_by_protocol
1869,F04-Session2-headMic-0146,/F04/Session2/wav_headMic/0146.wav,AT,speaker_excluded_by_protocol
1870,F04-Session2-headMic-0147,/F04/Session2/wav_headMic/0147.wav,IT EVENTUALLY BECAME A RATHER PROUD CLAIM,speaker_excluded_by_protocol
1871,F04-Session2-headMic-0148,/F04/Session2/wav_headMic/0148.wav,THE LITTLE SCHOOLHOUSE STOOD EMPTY,speaker_excluded_by_protocol
1872,F04-Session2-headMic-0149,/F04/Session2/wav_headMic/0149.wav,STUDENTS WATCHED AS HE GOT OUT,speaker_excluded_by_protocol
1873,F04-Session2-headMic-0150,/F04/Session2/wav_headMic/0150.wav,TAKE,speaker_excluded_by_protocol
1874,F04-Session2-headMic-0151,/F04/Session2/wav_headMic/0151.wav,KITTEN,speaker_excluded_by_protocol
1875,F04-Session2-headMic-0152,/F04/Session2/wav_headMic/0152.wav,SITTING,speaker_excluded_by_protocol
1876,F04-Session2-headMic-0153,/F04/Session2/wav_headMic/0153.wav,NO,speaker_excluded_by_protocol
1877,F04-Session2-headMic-0154,/F04/Session2/wav_headMic/0154.wav,RICH,speaker_excluded_by_protocol
1878,F04-Session2-headMic-0155,/F04/Session2/wav_headMic/0155.wav,SEVEN,speaker_excluded_by_protocol
1879,F04-Session2-headMic-0156,/F04/Session2/wav_headMic/0156.wav,LEAK,speaker_excluded_by_protocol
1880,F04-Session2-headMic-0157,/F04/Session2/wav_headMic/0157.wav,BOTH INJURIES WERE TO THE SAME LEG,speaker_excluded_by_protocol
1881,F04-Session2-headMic-0158,/F04/Session2/wav_headMic/0158.wav,HARK,speaker_excluded_by_protocol
1882,F04-Session2-headMic-0159,/F04/Session2/wav_headMic/0159.wav,THE JOB PROVIDES MANY BENEFITS,speaker_excluded_by_protocol
1883,F04-Session2-headMic-0160,/F04/Session2/wav_headMic/0160.wav,HIM,speaker_excluded_by_protocol
1884,F04-Session2-headMic-0162,/F04/Session2/wav_headMic/0162.wav,THE MUSEUM HIRES MUSICIANS EVERY EVENING,speaker_excluded_by_protocol
1885,F04-Session2-headMic-0163,/F04/Session2/wav_headMic/0163.wav,EIGHT,speaker_excluded_by_protocol
1886,F04-Session2-headMic-0164,/F04/Session2/wav_headMic/0164.wav,ECHO,speaker_excluded_by_protocol
1887,F04-Session2-headMic-0166,/F04/Session2/wav_headMic/0166.wav,TOP,speaker_excluded_by_protocol
1888,F04-Session2-headMic-0167,/F04/Session2/wav_headMic/0167.wav,QUEBEC,speaker_excluded_by_protocol
1889,F04-Session2-headMic-0168,/F04/Session2/wav_headMic/0168.wav,MIKE,speaker_excluded_by_protocol
1890,F04-Session2-headMic-0169,/F04/Session2/wav_headMic/0169.wav,LIMA,speaker_excluded_by_protocol
1891,F04-Session2-headMic-0170,/F04/Session2/wav_headMic/0170.wav,SHE WORE WARM FLEECY WOOLEN OVERALLS,speaker_excluded_by_protocol
1892,F04-Session2-headMic-0171,/F04/Session2/wav_headMic/0171.wav,VAT,speaker_excluded_by_protocol
1893,F04-Session2-headMic-0172,/F04/Session2/wav_headMic/0172.wav,BEFORE THURSDAY'S EXAM REVIEW EVERY FORMULA,speaker_excluded_by_protocol
1894,F04-Session2-headMic-0173,/F04/Session2/wav_headMic/0173.wav,YES,speaker_excluded_by_protocol
1895,F04-Session2-headMic-0174,/F04/Session2/wav_headMic/0174.wav,BLOW,speaker_excluded_by_protocol
1896,F04-Session2-headMic-0175,/F04/Session2/wav_headMic/0175.wav,SIGH,speaker_excluded_by_protocol
1897,F04-Session2-headMic-0176,/F04/Session2/wav_headMic/0176.wav,I HAVE HAD MY BELL RUNG,speaker_excluded_by_protocol
1898,F04-Session2-headMic-0177,/F04/Session2/wav_headMic/0177.wav,DAY AFTER DAY SOME NEW EPISODE IS REPORTED,speaker_excluded_by_protocol
1899,F04-Session2-headMic-0178,/F04/Session2/wav_headMic/0178.wav,HEART,speaker_excluded_by_protocol
1900,F04-Session2-headMic-0179,/F04/Session2/wav_headMic/0179.wav,KILO,speaker_excluded_by_protocol
1901,F04-Session2-headMic-0180,/F04/Session2/wav_headMic/0180.wav,KILO,speaker_excluded_by_protocol
1902,F04-Session2-headMic-0181,/F04/Session2/wav_headMic/0181.wav,KNITTING,speaker_excluded_by_protocol
1903,F04-Session2-headMic-0182,/F04/Session2/wav_headMic/0182.wav,FOXTROT,speaker_excluded_by_protocol
1904,F04-Session2-headMic-0183,/F04/Session2/wav_headMic/0183.wav,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS,speaker_excluded_by_protocol
1905,F04-Session2-headMic-0184,/F04/Session2/wav_headMic/0184.wav,LEAK,speaker_excluded_by_protocol
1906,F04-Session2-headMic-0185,/F04/Session2/wav_headMic/0185.wav,SPAIN,speaker_excluded_by_protocol
1907,F04-Session2-headMic-0186,/F04/Session2/wav_headMic/0186.wav,FILL,speaker_excluded_by_protocol
1908,F04-Session2-headMic-0187,/F04/Session2/wav_headMic/0187.wav,FAT,speaker_excluded_by_protocol
1909,F04-Session2-headMic-0188,/F04/Session2/wav_headMic/0188.wav,FAT,speaker_excluded_by_protocol
1910,F04-Session2-headMic-0189,/F04/Session2/wav_headMic/0189.wav,LOYAL,speaker_excluded_by_protocol
1911,F04-Session2-headMic-0190,/F04/Session2/wav_headMic/0190.wav,BARN,speaker_excluded_by_protocol
1912,F04-Session2-headMic-0191,/F04/Session2/wav_headMic/0191.wav,BITE,speaker_excluded_by_protocol
1913,F04-Session2-headMic-0192,/F04/Session2/wav_headMic/0192.wav,BIT,speaker_excluded_by_protocol
1914,F04-Session2-headMic-0193,/F04/Session2/wav_headMic/0193.wav,A ROLL OF WIRE LAY NEAR THE WALL,speaker_excluded_by_protocol
1915,F04-Session2-headMic-0194,/F04/Session2/wav_headMic/0194.wav,THORN,speaker_excluded_by_protocol
1916,F04-Session2-headMic-0195,/F04/Session2/wav_headMic/0195.wav,THORN,speaker_excluded_by_protocol
1917,F04-Session2-headMic-0196,/F04/Session2/wav_headMic/0196.wav,LEAK,speaker_excluded_by_protocol
1918,F04-Session2-headMic-0197,/F04/Session2/wav_headMic/0197.wav,AT,speaker_excluded_by_protocol
1919,F04-Session2-headMic-0198,/F04/Session2/wav_headMic/0198.wav,HARM,speaker_excluded_by_protocol
1920,F04-Session2-headMic-0199,/F04/Session2/wav_headMic/0199.wav,HARP,speaker_excluded_by_protocol
1921,F04-Session2-headMic-0200,/F04/Session2/wav_headMic/0200.wav,HE WRAPPED THE PACKAGE HASTILY,speaker_excluded_by_protocol
1922,F04-Session2-headMic-0201,/F04/Session2/wav_headMic/0201.wav,CHOP,speaker_excluded_by_protocol
1923,F04-Session2-headMic-0202,/F04/Session2/wav_headMic/0202.wav,START,speaker_excluded_by_protocol
1924,F04-Session2-headMic-0203,/F04/Session2/wav_headMic/0203.wav,WE RODE HORSEBACK TO THE FARM,speaker_excluded_by_protocol
1925,F04-Session2-headMic-0204,/F04/Session2/wav_headMic/0204.wav,JULIET,speaker_excluded_by_protocol
1926,F04-Session2-headMic-0205,/F04/Session2/wav_headMic/0205.wav,PARK,speaker_excluded_by_protocol
1927,F04-Session2-headMic-0206,/F04/Session2/wav_headMic/0206.wav,THE BOOKS ARE VERY EXPENSIVE,speaker_excluded_by_protocol
1928,F04-Session2-headMic-0207,/F04/Session2/wav_headMic/0207.wav,DID DAD DO ACADEMIC BIDDING,speaker_excluded_by_protocol
1929,F04-Session2-headMic-0208,/F04/Session2/wav_headMic/0208.wav,A GOOD ATTITUDE IS UNBEATABLE,speaker_excluded_by_protocol
1930,F04-Session2-headMic-0209,/F04/Session2/wav_headMic/0209.wav,DREAD,speaker_excluded_by_protocol
1931,F04-Session2-headMic-0210,/F04/Session2/wav_headMic/0210.wav,SHELL,speaker_excluded_by_protocol
1932,F04-Session2-headMic-0211,/F04/Session2/wav_headMic/0211.wav,SIN,speaker_excluded_by_protocol
1933,F04-Session2-headMic-0212,/F04/Session2/wav_headMic/0212.wav,KNOT,speaker_excluded_by_protocol
1934,F04-Session2-headMic-0213,/F04/Session2/wav_headMic/0213.wav,TICKER,speaker_excluded_by_protocol
1935,F04-Session2-headMic-0214,/F04/Session2/wav_headMic/0214.wav,THE PROSPECT OF CUTTING BACK SPENDING IS AN UNPLEASANT ONE FOR ANY GOVERNOR,speaker_excluded_by_protocol
1936,F04-Session2-headMic-0215,/F04/Session2/wav_headMic/0215.wav,EACH ONE VOLUNTEERED TO JUMP FIRST,speaker_excluded_by_protocol
1937,F04-Session2-headMic-0216,/F04/Session2/wav_headMic/0216.wav,UNIFORM,speaker_excluded_by_protocol
1938,F04-Session2-headMic-0217,/F04/Session2/wav_headMic/0217.wav,THE HOTEL OWNER SHRUGGED,speaker_excluded_by_protocol
1939,F04-Session2-headMic-0218,/F04/Session2/wav_headMic/0218.wav,TIN,speaker_excluded_by_protocol
1940,F04-Session2-headMic-0219,/F04/Session2/wav_headMic/0219.wav,WICKED,speaker_excluded_by_protocol
1941,F04-Session2-headMic-0220,/F04/Session2/wav_headMic/0220.wav,THE PAIR OF SHOES WAS NEW,speaker_excluded_by_protocol
1942,F04-Session2-headMic-0221,/F04/Session2/wav_headMic/0221.wav,NO,speaker_excluded_by_protocol
1943,F04-Session2-headMic-0222,/F04/Session2/wav_headMic/0222.wav,ZIP,speaker_excluded_by_protocol
1944,F04-Session2-headMic-0223,/F04/Session2/wav_headMic/0223.wav,HE REALLY CRUCIFIED HIM HE NAILED IT FOR A YARD LOSS,speaker_excluded_by_protocol
1945,F04-Session2-headMic-0224,/F04/Session2/wav_headMic/0224.wav,SHEET,speaker_excluded_by_protocol
1946,F04-Session2-headMic-0225,/F04/Session2/wav_headMic/0225.wav,TWO,speaker_excluded_by_protocol
1947,F04-Session2-headMic-0226,/F04/Session2/wav_headMic/0226.wav,SLICKER,speaker_excluded_by_protocol
1948,F04-Session2-headMic-0227,/F04/Session2/wav_headMic/0227.wav,PEOPLE WHO VALUE THEMSELVES ARE LIFE'S WINNERS,speaker_excluded_by_protocol
